completed	failure	Fix typo in `error_overdepending` field	Tests	fix_error_overdepending_typo	pull_request	4684466533	1h13m25s	15h
completed	cancelled	🔄 Synced file(s) with conda/infra (#4631)	Tests	main	push	3472085882	3h21m10s	Nov 15, 2022
completed	cancelled	🔄 Synced file(s) with conda/infra	Tests	repo-sync/infra/default	pull_request	3472035774	3h7m42s	Nov 15, 2022
completed	cancelled	🔄 Synced file(s) with conda/infra	Tests	repo-sync/infra/default	pull_request	3471883539	19m59s	Nov 15, 2022
completed	failure	Mark `test_convert` test flaky and switch to pytest-rerunfailures (#4…	Tests	main	push	3471746431	3h12m53s	Nov 15, 2022
completed	failure	Run `conda` in isolated mode only if opted in	Tests	isolated-mode-opt-in	pull_request	3471598506	1h40m19s	Nov 15, 2022
completed	failure	Remove deprecated context.conda_private (#4629)	Tests	main	push	3471457124	1h44m31s	Nov 15, 2022
completed	failure	[pre-commit.ci] pre-commit autoupdate (#4627)	Tests	main	push	3467704825	2h19m47s	Nov 15, 2022
completed	failure	Remove deprecated `context.conda_private`	Tests	deprecate-private-conda-env	pull_request	3467691600	1h46m39s	Nov 15, 2022
completed	success	[pre-commit.ci] pre-commit autoupdate	Tests	pre-commit-ci-update-config	pull_request	3463408256	1h16m4s	Nov 15, 2022
completed	failure	include virtual packages in hash contents	Tests	virtual_hash	pull_request	3447459647	1h22m10s	Nov 11, 2022
completed	success	Mark `test_convert` test flaky and switch to pytest-rerunfailures	Tests	flaky-test-convert	pull_request	3447451628	1h50m30s	Nov 11, 2022
completed	failure	Add Allure reporting, update Python version test matrix, and prune test_api_build.py	Tests	conda-build-4558	pull_request	3438531219	14m41s	Nov 10, 2022
completed	failure	Add Allure reporting, update Python version test matrix, and prune test_api_build.py	Tests	conda-build-4558	pull_request	3438404668	13m20s	Nov 10, 2022
completed	failure	Adding a link in the summary report...	Tests	conda-build-4558	push	3438338725	0s	Nov 10, 2022
completed	failure	Improve CI runtime	Tests	fix-test_pypi_installer_metadata	pull_request	3437312010	1h8m51s	Nov 10, 2022
completed	startup_failure	Improve CI runtime	Tests	fix-test_pypi_installer_metadata	pull_request	3437247942	1s	Nov 10, 2022
completed	failure	Mark `test_convert` test flaky and switch to pytest-rerunfailures	Tests	flaky-test-convert	pull_request	3437147423	1h39m40s	Nov 10, 2022
completed	failure	Upload collected test data as artifacts	Tests	allure-pytest	pull_request	3433669396	1h35m20s	Nov 10, 2022
completed	failure	Upload collected test data as artifacts	Tests	allure-pytest	pull_request	3432432179	1h50m48s	Nov  9, 2022
completed	failure	Upload collected test data as artifacts	Tests	allure-pytest	pull_request	3431837534	1h34m9s	Nov  9, 2022
completed	failure	Run `conda` in isolated mode only if opted in	Tests	isolated-mode-opt-in	pull_request	3431142570	1h24m23s	Nov 10, 2022
completed	cancelled	Run `conda` in isolated mode only if opted in	Tests	isolated-mode-opt-in	pull_request	3430992589	22m13s	Nov  9, 2022
completed	cancelled	Run `conda` in isolated mode only if opted in	Tests	isolated-mode-opt-in	pull_request	3430977221	2m50s	Nov  9, 2022
completed	success	Release 3.23.0	Tests	release-3.23.0	pull_request	3427374832	1h44m43s	Nov 10, 2022
completed	failure	Upload collected test data as artifacts	Tests	allure-pytest	pull_request	3423423101	1h29m56s	Nov  8, 2022
completed	success	Update path logic to avoid Windows path sensitivity (#4619)	Tests	main	push	3418336849	2h17m44s	Nov  8, 2022
completed	failure	Updated broken example recipe links.	Tests	main	pull_request	3397186479	1h34m18s	Nov  4, 2022
completed	cancelled	Updated broken example recipe links.	Tests	main	pull_request	3396762315	33s	Nov  4, 2022
completed	failure	Add Allure reporting, update Python version test matrix, and prune test_api_build.py	Tests	conda-build-4558	pull_request	3396299741	13m14s	Nov  4, 2022
completed	failure	Flaky path convert test	Tests	flaky-path-convert-test	pull_request	3396257988	1h50m33s	Nov  4, 2022
completed	failure	Add Allure reporting, update Python version test matrix, and prune test_api_build.py	Tests	conda-build-4558	pull_request	3396129264	1m25s	Nov  4, 2022
completed	failure	Add Allure reporting, update Python version test matrix, and prune test_api_build.py	Tests	conda-build-4558	pull_request	3396116143	1m20s	Nov  4, 2022
completed	failure	Add Allure reporting, update Python version test matrix, and prune test_api_build.py	Tests	conda-build-4558	pull_request	3396090696	1m56s	Nov  4, 2022
completed	failure	Add Allure reporting, update Python version test matrix, and prune test_api_build.py	Tests	conda-build-4558	pull_request	3396047630	1m30s	Nov  4, 2022
completed	failure	Add Allure reporting, update Python version test matrix, and prune test_api_build.py	Tests	conda-build-4558	pull_request	3396004935	1m22s	Nov  4, 2022
completed	failure	Add Allure reporting, update Python version test matrix, and prune test_api_build.py	Tests	conda-build-4558	pull_request	3395971893	1m14s	Nov  4, 2022
completed	failure	Add Allure reporting, update Python version test matrix, and prune test_api_build.py	Tests	conda-build-4558	pull_request	3395868991	1m26s	Nov  4, 2022
completed	success	Update path logic to avoid Windows path sensitivity	Tests	flaky-path-convert-test	pull_request	3395410223	1h31m58s	Nov  4, 2022
completed	cancelled	Update path logic to avoid Windows path sensitivity	Tests	flaky-path-convert-test	pull_request	3395009354	1h5m48s	Nov  4, 2022
completed	cancelled	Update path logic to avoid Windows path sensitivity	Tests	flaky-path-convert-test	pull_request	3394764479	34m32s	Nov  4, 2022
completed	success	Update path logic to avoid Windows path sensitivity	Tests	flaky-path-convert-test	pull_request	3390301064	1h32m43s	Nov  4, 2022
completed	failure	Release 3.23.0	Tests	release-3.23.0	pull_request	3389076766	3h5m47s	Nov  3, 2022
completed	failure	Delete .binstar.yml (#4616)	Tests	main	push	3388870367	1h25m20s	Nov  3, 2022
completed	failure	Add C compiler dep when `.xs` files are found.	Tests	fix_cpan_xs_detection	pull_request	3388784120	2h24m14s	Nov  3, 2022
completed	cancelled	Fix `lru_cache` signature (#4615)	Tests	main	push	3388673223	29m28s	Nov  3, 2022
completed	cancelled	Fix `lru_cache` issues	Tests	fix-lru_cache	pull_request	3388352433	50m58s	Nov  3, 2022
completed	success	Fix `lru_cache` issues	Tests	fix-lru_cache	pull_request	3387236000	2h13m57s	Nov  3, 2022
completed	cancelled	Delete `.binstar.yml`	Tests	delete-binstar	pull_request	3387025932	42m59s	Nov  3, 2022
completed	cancelled	Fix `lru_cache` issues	Tests	fix-lru_cache	pull_request	3386842457	1h6m20s	Nov  3, 2022
completed	failure	Fix `lru_cache` issues	Tests	fix-lru_cache	pull_request	3386477957	28m58s	Nov  3, 2022
completed	failure	Changed token name to be specific to canary channel. (#4614)	Tests	main	push	3386020523	27m45s	Nov  3, 2022
completed	failure	Cleanup of `main_build.py` (#4569)	Tests	main	push	3385323418	28m28s	Nov  3, 2022
completed	failure	Stop using `@memoized` from conda (#4593)	Tests	main	push	3383738212	2h49m28s	Nov  3, 2022
completed	success	Cleanup of `main_build.py`	Tests	clean-main_build	pull_request	3383717537	3h53m2s	Nov  3, 2022
completed	failure	Updated broken example recipe links.	Tests	main	pull_request	3383712352	3h20m27s	Nov  3, 2022
completed	failure	Stop using `@memoized` from conda	Tests	memoized	pull_request	3383705562	1h27m48s	Nov  3, 2022
completed	failure	Updated the "Generated an index" example to include more platforms. (…	Tests	main	push	3383694377	2h16m40s	Nov  3, 2022
completed	cancelled	Changed token name to be specific to canary channel.	Tests	canary-token	pull_request	3383663988	1h32m49s	Nov  3, 2022
completed	success	Run Python in isolated mode unless in dev mode (#4604)	Tests	main	push	3382158222	47m55s	Nov  3, 2022
completed	failure	Switch main canary label back to dev (#4613)	Tests	main	push	3380736923	1h58m30s	Nov  2, 2022
completed	failure	Switch main canary label back to dev	Tests	main-canary-label	pull_request	3379949609	1h44m49s	Nov  2, 2022
completed	cancelled	Use updated channel label	Tests	rename-label	pull_request	3379503298	1h12m7s	Nov  2, 2022
completed	failure	Rename recipe dir for consistency (#4584)	Tests	main	push	3379020342	2h16m15s	Nov  2, 2022
completed	success	Rename recipe dir for consistency with feedstock repositories	Tests	rename-recipe	pull_request	3377901804	1h38m57s	Nov  2, 2022
completed	failure	Rename recipe dir for consistency with feedstock repositories	Tests	rename-recipe	pull_request	3376815012	1h36m36s	Nov  2, 2022
completed	failure	Rename recipe dir for consistency with feedstock repositories	Tests	rename-recipe	pull_request	3376811902	29s	Nov  2, 2022
completed	cancelled	Rename recipe dir for consistency with feedstock repositories	Tests	rename-recipe	pull_request	3374829475	24m50s	Nov  2, 2022
completed	cancelled	Rename recipe dir for consistency with feedstock repositories	Tests	rename-recipe	pull_request	3374700752	34m8s	Nov  2, 2022
completed	cancelled	Rename recipe dir for consistency with feedstock repositories	Tests	rename-recipe	pull_request	3374640032	16m9s	Nov  2, 2022
completed	cancelled	Rename recipe dir for consistency with feedstock repositories	Tests	rename-recipe	pull_request	3374623986	4m32s	Nov  2, 2022
completed	cancelled	Rename recipe dir for consistency with feedstock repositories	Tests	rename-recipe	pull_request	3373734715	32m7s	Nov  2, 2022
completed	failure	include virtual packages in hash contents	Tests	virtual_hash	pull_request	3373611460	2h12m35s	Nov  1, 2022
completed	success	Run Python in isolated mode unless in dev mode	Tests	isolated-conda	pull_request	3373554040	1h33m38s	Nov  2, 2022
completed	cancelled	Run Python in isolated mode unless in dev mode	Tests	isolated-conda	pull_request	3373528441	5m1s	Nov  1, 2022
completed	failure	Drop MSVC++ 9.0 test (#4611)	Tests	main	push	3373490080	1h45m43s	Nov  1, 2022
completed	failure	include virtual packages in hash contents	Tests	virtual_hash	pull_request	3373050429	1h44m47s	Nov  1, 2022
completed	cancelled	include virtual packages in hash contents	Tests	virtual_hash	pull_request	3373033177	4m1s	Nov  1, 2022
completed	cancelled	include virtual packages in hash contents	Tests	virtual_hash	pull_request	3373032275	26s	Nov  1, 2022
completed	success	Drop MSVC++ 9.0 test	Tests	drop-msvc-9	pull_request	3372734071	2h8m28s	Nov  1, 2022
completed	failure	Workflow doesn't like double quotes (#4610)	Tests	main	push	3372658971	1h43m56s	Nov  1, 2022
completed	failure	Workflow doesn't like double quotes	Tests	fix-tests-syntax	pull_request	3372565367	1h50m34s	Nov  1, 2022
completed	startup_failure	Add canary and review builds (#4608)	Tests	main	push	3370964582	0s	Nov  1, 2022
completed	failure	Run Python in isolated mode unless in dev mode	Tests	isolated-conda	pull_request	3370658189	1h40m33s	Nov  1, 2022
completed	startup_failure	Add canary and review builds	Tests	canary-builds	pull_request	3370535131	1s	Nov  1, 2022
completed	startup_failure	Add canary and review builds	Tests	canary-builds	pull_request	3370522855	1s	Nov  1, 2022
completed	cancelled	Run Python in isolated mode unless in dev mode	Tests	isolated-conda	pull_request	3370200994	1h2m15s	Nov  1, 2022
completed	startup_failure	Add canary and review builds	Tests	canary-builds	pull_request	3366361980	1s	Nov  1, 2022
completed	startup_failure	Add canary and review builds	Tests	canary-builds	pull_request	3366355385	1s	Nov  1, 2022
completed	failure	Updated the "Generated an index" example to include more platforms.	Tests	master	pull_request	3365410451	2h15m20s	Nov  1, 2022
completed	failure	[pre-commit.ci] pre-commit autoupdate (#4607)	Tests	main	push	3364628683	2h22m47s	Oct 31, 2022
completed	failure	[pre-commit.ci] pre-commit autoupdate	Tests	pre-commit-ci-update-config	pull_request	3363078815	1h52m53s	Oct 31, 2022
completed	failure	include virtual packages in hash contents	Tests	virtual_hash	pull_request	3352926140	1h16m23s	Oct 29, 2022
completed	failure	Run Python in isolated mode unless in dev mode	Tests	isolated-conda	pull_request	3346228555	1h55m58s	Oct 28, 2022
completed	failure	Running github actions on gh itself...	Tests	conda-build-4558	pull_request	3338296883	1h3m58s	Oct 27, 2022
completed	failure	🔄 Synced file(s) with conda/infra (#4589)	Tests	main	push	3323865368	2h26m0s	Oct 25, 2022
completed	success	[pre-commit.ci] pre-commit autoupdate (#4597)	Tests	main	push	3323860504	1h35m0s	Oct 25, 2022
completed	failure	[pre-commit.ci] pre-commit autoupdate	Tests	pre-commit-ci-update-config	pull_request	3314525373	1h15m45s	Oct 24, 2022
completed	failure	Running github actions on gh itself...	Tests	conda-build-4558	pull_request	3300733442	1h2m3s	Oct 21, 2022
completed	startup_failure	Running github actions on gh itself...	Tests	conda-build-4558	pull_request	3300721807	0s	Oct 21, 2022
completed	startup_failure	Running github actions on gh itself...	Tests	conda-build-4558	pull_request	3300717282	1s	Oct 21, 2022
completed	startup_failure	Running github actions on gh itself...	Tests	conda-build-4558	pull_request	3300708986	1s	Oct 21, 2022
completed	cancelled	Running github actions on gh itself...	Tests	conda-build-4558	pull_request	3300608271	28m35s	Oct 21, 2022
completed	startup_failure	Running github actions on gh itself...	Tests	conda-build-4558	pull_request	3300603051	0s	Oct 21, 2022
completed	startup_failure	Running github actions on gh itself...	Tests	conda-build-4558	pull_request	3300502204	1s	Oct 21, 2022
completed	failure	Running github actions on gh itself...	Tests	conda-build-4558	pull_request	3300443197	30m42s	Oct 21, 2022
completed	startup_failure	Running github actions on gh itself...	Tests	conda-build-4558	pull_request	3300439977	1s	Oct 21, 2022
completed	startup_failure	Running github actions on gh itself...	Tests	conda-build-4558	pull_request	3300436206	1s	Oct 21, 2022
completed	startup_failure	Running github actions on gh itself...	Tests	conda-build-4558	pull_request	3300415060	0s	Oct 21, 2022
completed	failure	Running github actions on gh itself...	Tests	conda-build-4558	pull_request	3285310182	1h13m28s	Oct 19, 2022
completed	cancelled	Running github actions on gh itself...	Tests	conda-build-4558	pull_request	3285136972	34m42s	Oct 19, 2022
completed	failure	Running github actions on gh itself...	Tests	conda-build-4558	pull_request	3285131416	0s	Oct 19, 2022
completed	failure	Running github actions on gh itself...	Tests	conda-build-4558	pull_request	3285121692	0s	Oct 19, 2022
completed	failure	Running github actions on gh itself...	Tests	conda-build-4558	pull_request	3282520897	1h5m34s	Oct 19, 2022
completed	failure	Run Python in isolated mode unless in dev mode	Tests	isolated-conda	pull_request	3282267422	1h57m24s	Oct 19, 2022
completed	success	Remove transient dependency on conda vendored six.py, and py2 code. (…	Tests	main	push	3279757564	1h11m3s	Oct 19, 2022
completed	failure	Running github actions on gh itself...	Tests	conda-build-4558	pull_request	3277210205	1h7m27s	Oct 18, 2022
completed	failure	Running github actions on gh itself...	Tests	conda-build-4558	pull_request	3276497101	1h1m31s	Oct 18, 2022
completed	cancelled	Add C compiler dep when `.xs` files are found.	Tests	fix_cpan_xs_detection	pull_request	3276388226	15s	Nov  3, 2022
completed	success	Updated the "Generated an index" example to include more platforms.	Tests	master	pull_request	3275767510	1h38m32s	Oct 19, 2022
completed	failure	Running github actions on gh itself...	Tests	conda-build-4558	pull_request	3275625672	1h7m51s	Oct 18, 2022
completed	failure	[pre-commit.ci] pre-commit autoupdate	Tests	pre-commit-ci-update-config	pull_request	3266962616	1h39m52s	Oct 17, 2022
completed	success	Remove transient dependency on conda vendored six.py, and py2 code.	Tests	nosix	pull_request	3265827198	1h10m47s	Oct 18, 2022
completed	failure	Remove transient dependency on conda vendored six.py, and py2 code.	Tests	nosix	pull_request	3260770541	1h30m16s	Oct 17, 2022
completed	failure	Running github actions on gh itself...	Tests	conda-build-4558	pull_request	3254227531	1h4m14s	Oct 15, 2022
completed	failure	Add s390x selector missing from docs (#4550)	Tests	main	push	3253584542	3h19m22s	Oct 14, 2022
completed	failure	Improve CI runtime	Tests	fix-test_pypi_installer_metadata	pull_request	3253500900	2h47m38s	Oct 14, 2022
completed	failure	Fixes the git lfs error by adding git lfs fetching	Tests	fix/git-lfs-error	pull_request	3253469115	2h37m15s	Oct 14, 2022
completed	failure	Cleanup of `main_build.py`	Tests	clean-main_build	pull_request	3253452765	2h44m53s	Oct 14, 2022
completed	failure	Rename recipe dir for consistency with feedstock repositories	Tests	rename-recipe	pull_request	3253430401	1h51m46s	Oct 14, 2022
completed	failure	Running github actions on gh itself...	Tests	conda-build-4558	pull_request	3253253387	1h12m5s	Oct 14, 2022
completed	cancelled	Running github actions on gh itself...	Tests	conda-build-4558	pull_request	3253239232	4m17s	Oct 14, 2022
completed	startup_failure	Running github actions on gh itself...	Tests	conda-build-4558	pull_request	3253219761	1s	Oct 14, 2022
completed	failure	Running github actions on gh itself...	Tests	conda-build-4558	pull_request	3253210723	0s	Oct 14, 2022
completed	failure	Running github actions on gh itself...	Tests	conda-build-4558	pull_request	3253203309	0s	Oct 14, 2022
completed	failure	Running github actions on gh itself...	Tests	conda-build-4558	pull_request	3253188017	0s	Oct 14, 2022
completed	failure	Updated the "Generated an index" example to include more platforms.	Tests	master	pull_request	3253087338	4h8m22s	Oct 14, 2022
completed	failure	Running github actions on gh itself...	Tests	conda-build-4558	pull_request	3252702753	1h5m23s	Oct 14, 2022
completed	failure	Running github actions on gh itself...	Tests	conda-build-4558	pull_request	3252295814	1h5m17s	Oct 14, 2022
completed	cancelled	Running github actions on gh itself...	Tests	conda-build-4558	pull_request	3252000649	1h0m17s	Oct 14, 2022
completed	failure	Running github actions on gh itself...	Tests	conda-build-4558	pull_request	3246071770	1h34m55s	Oct 13, 2022
completed	cancelled	Running github actions on gh itself...	Tests	conda-build-4558	pull_request	3245885014	38m15s	Oct 13, 2022
completed	cancelled	Running github actions on gh itself...	Tests	conda-build-4558	pull_request	3245678400	40m1s	Oct 13, 2022
completed	cancelled	Running github actions on gh itself...	Tests	conda-build-4558	pull_request	3245205828	1h22m44s	Oct 13, 2022
completed	cancelled	Running github actions on gh itself...	Tests	conda-build-4558	pull_request	3245057739	26m7s	Oct 13, 2022
completed	failure	Running github actions on gh itself...	Tests	conda-build-4558	pull_request	3243764511	1h33m49s	Oct 13, 2022
completed	failure	🔄 Synced file(s) with conda/infra	Tests	repo-sync/infra/default	pull_request	3242420077	1h27m57s	Oct 13, 2022
completed	cancelled	🔄 Synced file(s) with conda/infra	Tests	repo-sync/infra/default	pull_request	3242279266	22m6s	Oct 13, 2022
completed	failure	🔄 Synced file(s) with conda/infra	Tests	repo-sync/infra/default	pull_request	3242268647	1m41s	Oct 13, 2022
completed	cancelled	🔄 Synced file(s) with conda/infra	Tests	repo-sync/infra/default	pull_request	3242258000	1m46s	Oct 13, 2022
completed	failure	🔄 Synced file(s) with conda/infra	Tests	repo-sync/infra/default	pull_request	3242256132	30s	Oct 13, 2022
completed	failure	Running github actions on gh itself...	Tests	conda-build-4558	pull_request	3237299702	1h22m47s	Oct 12, 2022
completed	failure	[pre-commit.ci] pre-commit autoupdate	Tests	pre-commit-ci-update-config	pull_request	3220966806	1h34m27s	Oct 10, 2022
completed	failure	Updated broken example recipe links.	Tests	main	pull_request	3211654240	1h58m59s	Oct  8, 2022
completed	failure	Stop using `@memoized` from conda	Tests	memoized	pull_request	3190857827	19m24s	Oct  5, 2022
completed	cancelled	Stop using `@memoized` from conda	Tests	memoized	pull_request	3190844595	2m42s	Oct  5, 2022
completed	failure	🔄 Synced file(s) with conda/infra	Tests	repo-sync/infra/default	pull_request	3182739231	1h21m4s	Oct  4, 2022
completed	failure	🔄 Synced file(s) with conda/infra	Tests	repo-sync/infra/default	pull_request	3181952621	1h43m0s	Oct  4, 2022
completed	failure	Get stdlib dir searches for py ver	Tests	get_stdlib_dir-searches-for-py_ver	pull_request	3161433015	1h41m9s	Oct  7, 2022
completed	failure	faster tests from standalone conda-index (#4571)	Tests	main	push	3158814752	1h55m49s	Sep 30, 2022
completed	failure	faster tests from standalone conda-index	Tests	conda-index-tests	pull_request	3158549639	1h23m49s	Sep 30, 2022
completed	failure	Get stdlib dir searches for py ver	Tests	get_stdlib_dir-searches-for-py_ver	pull_request	3153688414	1h35m0s	Sep 30, 2022
completed	failure	🔄 Synced file(s) with conda/infra	Tests	repo-sync/infra/default	pull_request	3146010884	1h38m57s	Sep 28, 2022
completed	failure	[pre-commit.ci] pre-commit autoupdate (#4583)	Tests	main	push	3136735173	1h50m58s	Sep 27, 2022
completed	success	faster tests from standalone conda-index	Tests	conda-index-tests	pull_request	3131000924	1h17m24s	Sep 27, 2022
completed	cancelled	faster tests from standalone conda-index	Tests	conda-index-tests	pull_request	3130979429	4m5s	Sep 26, 2022
completed	cancelled	faster tests from standalone conda-index	Tests	conda-index-tests	pull_request	3130876214	18m32s	Sep 26, 2022
completed	failure	Rename recipe dir for consistency with feedstock repositories	Tests	rename-recipe	pull_request	3130783639	1h50m16s	Sep 26, 2022
completed	failure	🔄 Synced file(s) with conda/infra (#4582)	Tests	main	push	3130753428	1h51m58s	Sep 26, 2022
completed	cancelled	faster tests from standalone conda-index	Tests	conda-index-tests	pull_request	3130716848	27m45s	Sep 26, 2022
completed	failure	[pre-commit.ci] pre-commit autoupdate	Tests	pre-commit-ci-update-config	pull_request	3129496835	1h50m24s	Sep 26, 2022
completed	failure	Standardize license disclaimer (#4568)	Tests	main	push	3101162337	2h3m45s	Sep 21, 2022
completed	success	Add overlinking_ignore_patterns build parameter (#4576)	Tests	main	push	3101155979	1h33m46s	Sep 21, 2022
completed	failure	Rename recipe dir for consistency with feedstock repositories	Tests	rename-recipe	pull_request	3093594129	1h46m2s	Sep 20, 2022
completed	cancelled	Rename recipe dir for consistency with feedstock repositories	Tests	rename-recipe	pull_request	3093585524	2m3s	Sep 20, 2022
completed	failure	[pre-commit.ci] pre-commit autoupdate	Tests	pre-commit-ci-update-config	pull_request	3084109808	1h40m22s	Sep 20, 2022
completed	failure	Updated broken example recipe links.	Tests	main	pull_request	3076837087	1h24m11s	Sep 18, 2022
completed	success	🔄 Synced file(s) with conda/infra	Tests	repo-sync/infra/default	pull_request	3069225068	1h38m2s	Sep 20, 2022
completed	success	add overlinking_ignore_patterns build parameter	Tests	ignore_overlinking_patterns	pull_request	3056437032	1h50m16s	Sep 14, 2022
completed	failure	[pre-commit.ci] pre-commit autoupdate (#4578)	Tests	main	push	3056385613	1h29m47s	Sep 14, 2022
completed	failure	Updated broken example recipe links.	Tests	main	pull_request	3054195430	1h57m34s	Sep 14, 2022
completed	failure	Add `win-arm64` as a recognized platform (#4579)	Tests	main	push	3047158372	1h29m39s	Sep 13, 2022
completed	success	Add `win-arm64` as a recognized platform	Tests	enable-win-arm64	pull_request	3040423986	1h58m2s	Sep 12, 2022
completed	cancelled	Add `win-arm64` as a recognized platform	Tests	enable-win-arm64	pull_request	3040412726	2m17s	Sep 12, 2022
completed	success	[pre-commit.ci] pre-commit autoupdate	Tests	pre-commit-ci-update-config	pull_request	3039001529	1h38m28s	Sep 12, 2022
completed	success	🔄 Synced file(s) with conda/infra (#4577)	Tests	main	push	3023783295	2h3m0s	Sep  9, 2022
completed	failure	🔄 Synced file(s) with conda/infra	Tests	repo-sync/infra/default	pull_request	3023278013	1h37m49s	Sep  9, 2022
completed	cancelled	🔄 Synced file(s) with conda/infra	Tests	repo-sync/infra/default	pull_request	3023037890	36m45s	Sep  9, 2022
completed	success	Standardize license disclaimer	Tests	disclaimer	pull_request	3003955183	1h23m49s	Sep  7, 2022
completed	success	add overlinking_ignore_patterns build parameter	Tests	ignore_overlinking_patterns	pull_request	2952703658	1h16m34s	Sep 14, 2022
completed	failure	add overlinking_ignore_patterns build parameter	Tests	ignore_overlinking_patterns	pull_request	2952207756	1h32m30s	Aug 29, 2022
completed	success	[pre-commit.ci] pre-commit autoupdate (#4574)	Tests	main	push	2950299077	1h47m14s	Aug 29, 2022
completed	failure	[pre-commit.ci] pre-commit autoupdate	Tests	pre-commit-ci-update-config	pull_request	2950178687	1h38m27s	Aug 29, 2022
completed	failure	faster tests from standalone conda-index	Tests	conda-index-tests	pull_request	2935369830	1h50m44s	Aug 26, 2022
completed	cancelled	faster tests from standalone conda-index	Tests	conda-index-tests	pull_request	2934845812	1h27m6s	Aug 26, 2022
completed	success	faster tests from standalone conda-index	Tests	conda-index-tests	pull_request	2913515072	1h53m21s	Aug 24, 2022
completed	failure	faster tests from standalone conda-index	Tests	conda-index-tests	pull_request	2907011979	1h50m54s	Aug 22, 2022
completed	cancelled	faster tests from standalone conda-index	Tests	conda-index-tests	pull_request	2907005409	1m39s	Aug 22, 2022
completed	success	Standardize license disclaimer	Tests	disclaimer	pull_request	2892532332	1h50m48s	Aug 19, 2022
completed	success	Cleanup of `main_build.py`	Tests	clean-main_build	pull_request	2892490554	1h35m47s	Aug 19, 2022
completed	cancelled	Standardize license disclaimer	Tests	disclaimer	pull_request	2892481476	14m22s	Aug 19, 2022
completed	failure	Cleanup of `main_build.py`	Tests	clean-main_build	pull_request	2891144485	1h28m47s	Aug 19, 2022
completed	cancelled	Cleanup of `main_build.py`	Tests	clean-main_build	pull_request	2890806543	1h9m2s	Aug 19, 2022
completed	cancelled	Cleanup of `main_build.py`	Tests	clean-main_build	pull_request	2890804377	49s	Aug 19, 2022
completed	failure	Standardize license disclaimer	Tests	disclaimer	pull_request	2890750727	1h27m13s	Aug 19, 2022
completed	failure	[pre-commit.ci] pre-commit autoupdate (#4554)	Tests	main	push	2886451874	3h0m57s	Aug 19, 2022
completed	failure	[pre-commit.ci] pre-commit autoupdate	Tests	pre-commit-ci-update-config	pull_request	2886451139	2h32m16s	Aug 19, 2022
completed	success	Rework RST into MD (#4563)	Tests	main	push	2886448843	1h56m15s	Aug 19, 2022
completed	failure	Remove unused config files (#4564)	Tests	main	push	2886446774	2h0m36s	Aug 19, 2022
completed	failure	Use subprocess.DEVNULL (#4565)	Tests	main	push	2886444689	1h31m10s	Aug 19, 2022
completed	success	Drop unused AppVeyor codes (#4562)	Tests	main	push	2886037356	1h50m16s	Aug 18, 2022
completed	success	Use `subprocess.DEVNULL` instead of `os.devnull`	Tests	subprocess-DEVNULL	pull_request	2885416629	2h42m11s	Aug 18, 2022
completed	success	Remove unused config files	Tests	unused-config	pull_request	2885416291	2h19m18s	Aug 18, 2022
completed	success	Rework RST into MD	Tests	switch-to-markdown	pull_request	2885415655	1h35m12s	Aug 18, 2022
completed	success	Drop unused AppVeyor files	Tests	drop-appveyor-code	pull_request	2885414963	1h30m28s	Aug 18, 2022
completed	success	sympy only supports Python 3.8+ (#4567)	Tests	main	push	2885414154	1h50m20s	Aug 18, 2022
completed	success	sympy is only Python 3.8+	Tests	sympy	pull_request	2884474790	45m33s	Aug 18, 2022
completed	cancelled	sympy is only Python 3.8+	Tests	sympy	pull_request	2884060226	1h17m48s	Aug 18, 2022
completed	failure	Remove unused config files	Tests	unused-config	pull_request	2883201150	2h12m56s	Aug 18, 2022
completed	failure	Rework RST into MD	Tests	switch-to-markdown	pull_request	2879479903	1h33m18s	Aug 18, 2022
completed	failure	Use `subprocess.DEVNULL` instead of `os.devnull`	Tests	subprocess-DEVNULL	pull_request	2879201146	1h28m49s	Aug 18, 2022
completed	cancelled	Remove unused config files	Tests	unused-config	pull_request	2879010979	34h0m49s	Aug 18, 2022
completed	failure	Rework RST into MD	Tests	switch-to-markdown	pull_request	2878949500	1h35m13s	Aug 17, 2022
completed	failure	Drop unused AppVeyor files	Tests	drop-appveyor-code	pull_request	2878800612	1h34m14s	Aug 18, 2022
completed	failure	Support output packages with both script and files (#4281)	Tests	main	push	2833302129	1h59m2s	Aug 10, 2022
completed	failure	Support output packages with both script and files	Tests	script_and_files	pull_request	2833299722	1h50m25s	Aug 10, 2022
completed	success	Add sphinx-sitemap to docs.	Tests	sphinx-sitemap	pull_request	2826765286	1h59m57s	Aug  9, 2022
completed	success	Drop cytoolz usage (#4556)	Tests	main	push	2825113923	1h27m31s	Aug  9, 2022
completed	success	Drop cytoolz usage	Tests	drop-cytoolz	pull_request	2821796077	1h35m30s	Aug  9, 2022
completed	failure	Require `toolz`	Tests	use_tlz	pull_request	2821396250	1h17m31s	Aug  8, 2022
completed	success	Drop cytoolz usage	Tests	drop-cytoolz	pull_request	2821313075	1h32m30s	Aug  8, 2022
completed	cancelled	Drop cytoolz usage	Tests	drop-cytoolz	pull_request	2821283936	6m42s	Aug  8, 2022
completed	cancelled	Drop cytoolz usage	Tests	drop-cytoolz	pull_request	2821277847	1m25s	Aug  8, 2022
completed	cancelled	Require `toolz`	Tests	use_tlz	pull_request	2821259691	30m13s	Aug  8, 2022
